[ 1920년-2100년 24기 입기 시각 ]
--------------------------------------------------------------------------------------------------------------------------------------------
역법과 연계된 24기 데이터의 특수성 때문에, 반올림 결과 날짜가 바뀌는 경우 날짜 변동 없이 24시 0분으로 표기됩니다. 
이 자료는 최신의 이론, 모델, 상수를 사용하여 계산된 것입니다. 하지만 지구 자전 속도는 예측할 수 없기 때문에, 미래로 갈수록 수 초에서 수분까지 달라질 수 있습니다. 이로 인해 미래의 실제 24기 날짜는 지금 계산과 다를 수 있습니다.

아래 모든 시각 데이터는 현재(2026년 9월 1일) KST(=UTC+9h) 기준이며, 과거 표준자오선 변경이나 써머타임은 고려하지 않음.
--------------------------------------------------------------------------------------------------------------------------------------------

<24기 구분>
 1: 입춘,  2: 우수,  3: 경칩,  4: 춘분,  5: 청명,  6: 곡우
16, 2072,  9, 22, 12, 29
17, 2072, 10,  7, 19,  4
18, 2072, 10, 22, 22, 21
19, 2072, 11,  6, 22, 45
20, 2072, 11, 21, 20, 21
21, 2072, 12,  6, 15, 57
22, 2072, 12, 21,  9, 57
23, 2073,  1,  5,  3, 20
24, 2073,  1, 19, 20, 38
 1, 2073,  2,  3, 14, 54
 2, 2073,  2, 18, 10, 36
 3, 2073,  3,  5,  8, 38
 4, 2073,  3, 20,  9, 14
 5, 2073,  4,  4, 13,  0
 6, 2073,  4, 19, 19, 49
 7, 2073,  5,  5,  5, 49
 8, 2073,  5, 20, 18, 30
 9, 2073,  6,  5,  9, 32
10, 2073,  6, 21,  2,  8
11, 2073,  7,  6, 19, 32
12, 2073,  7, 22, 12, 56
13, 2073,  8,  7,  5, 21
14, 2073,  8, 22, 20, 12
15, 2073,  9,  7,  8, 34
16, 2073,  9, 22, 18, 16
17, 2073, 10,  8,  0, 42
18, 2073, 10, 23,  4,  9
19, 2073, 11,  7,  4, 25
20, 2073, 11, 22,  2, 12
21, 2073, 12,  6, 21, 41
22, 2073, 12, 21, 15, 52
23, 2074,  1,  5,  9,  7
24, 2074,  1, 20,  2, 35
 1, 2074,  2,  3, 20, 42
 2, 2074,  2, 18, 16, 33
 3, 2074,  3,  5, 14, 25
 4, 2074,  3, 20, 15, 10
 5, 2074,  4,  4, 18, 46
 6, 2074,  4, 20,  1, 43
 7, 2074,  5,  5, 11, 34
 8, 2074,  5, 21,  0, 23
 9, 2074,  6,  5, 15, 19
10, 2074,  6, 21,  7, 59
11, 2074,  7,  7,  1, 22
12, 2074,  7, 22, 18, 47
13, 2074,  8,  7, 11, 14
14, 2074,  8, 23,  2,  2
15, 2074,  9,  7, 14, 29
16, 2074,  9, 23,  0,  5
17, 2074, 10,  8,  6, 38
18, 2074, 10, 23,  9, 57
19, 2074, 11,  7, 10, 21
20, 2074, 11, 22,  7, 59
21, 2074, 12,  7,  3, 35
22, 2074, 12, 21, 21, 36
23, 2075,  1,  5, 14, 59
24, 2075,  1, 20,  8, 18
 1, 2075,  2,  4,  2, 32
 2, 2075,  2, 18, 22, 13
 3, 2075,  3,  5, 20, 12
 4, 2075,  3, 20, 20, 48
 5, 2075,  4,  5,  0, 32
 6, 2075,  4, 20,  7, 19
 7, 2075,  5,  5, 17, 21
 8, 2075,  5, 21,  6,  1
 9, 2075,  6,  5, 21,  8
10, 2075,  6, 21, 13, 41
11, 2075,  7,  7,  7, 15
12, 2075,  7, 23,  0, 35
13, 2075,  8,  7, 17,  9
14, 2075,  8, 23,  7, 54
15, 2075,  9,  7, 20, 25
16, 2075,  9, 23,  6,  0
17, 2075, 10,  8, 12, 33
18, 2075, 10, 23, 15, 52
19, 2075, 11,  7, 16, 13
20, 2075, 11, 22, 13, 52
21, 2075, 12,  7,  9, 26
22, 2075, 12, 22,  3, 28
23, 2076,  1,  5, 20, 48
24, 2076,  1, 20, 14,  9
 1, 2076,  2,  4,  8, 21
 2, 2076,  2, 19,  4,  5
 3, 2076,  3,  5,  2,  2
 4, 2076,  3, 20,  2, 40
 5, 2076,  4,  4,  6, 21
 6, 2076,  4, 19, 13, 13
 7, 2076,  5,  4, 23,  9
 8, 2076,  5, 20, 11, 56
 9, 2076,  6,  5,  2, 56
10, 2076,  6, 20, 19, 38
11, 2076,  7,  6, 13,  2
12, 2076,  7, 22,  6, 31
13, 2076,  8,  6, 22, 56
14, 2076,  8, 22, 13, 49
15, 2076,  9,  7,  2, 10
16, 2076,  9, 22, 11, 51
17, 2076, 10,  7, 18, 16
18, 2076, 10, 22, 21, 40
19, 2076, 11,  6, 21, 55
20, 2076, 11, 21, 19, 39
21, 2076, 12,  6, 15,  7
22, 2076, 12, 21,  9, 15
23, 2077,  1,  5,  2, 30
24, 2077,  1, 19, 19, 57
 1, 2077,  2,  3, 14,  4
 2, 2077,  2, 18,  9, 55
 3, 2077,  3,  5,  7, 48
 4, 2077,  3, 20,  8, 32
 5, 2077,  4,  4, 12, 10
 6, 2077,  4, 19, 19,  6
 7, 2077,  5,  5,  4, 59
 8, 2077,  5, 20, 17, 46
 9, 2077,  6,  5,  8, 46
10, 2077,  6, 21,  1, 25
11, 2077,  7,  6, 18, 52
12, 2077,  7, 22, 12, 15
13, 2077,  8,  7,  4, 48
14, 2077,  8, 22, 19, 33
15, 2077,  9,  7,  8,  4
16, 2077,  9, 22, 17, 37
17, 2077, 10,  8,  0, 12
18, 2077, 10, 23,  3, 27
19, 2077, 11,  7,  3, 51
20, 2077, 11, 22,  1, 27
21, 2077, 12,  6, 21,  4
22, 2077, 12, 21, 15,  2
23, 2078,  1,  5,  8, 26
24, 2078,  1, 20,  1, 43
 1, 2078,  2,  3, 19, 59
 2, 2078,  2, 18, 15, 38
 3, 2078,  3,  5, 13, 39
 4, 2078,  3, 20, 14, 12
 5, 2078,  4,  4, 17, 57
 6, 2078,  4, 20,  0, 42
 7, 2078,  5,  5, 10, 43
 8, 2078,  5, 20, 23, 21
 9, 2078,  6,  5, 14, 26
10, 2078,  6, 21,  6, 59
11, 2078,  7,  7,  0, 30
12, 2078,  7, 22, 17, 52
13, 2078,  8,  7, 10, 25
14, 2078,  8, 23,  1, 15
15, 2078,  9,  7, 13, 45
16, 2078,  9, 22, 23, 26
17, 2078, 10,  8,  5, 57
18, 2078, 10, 23,  9, 22
19, 2078, 11,  7,  9, 41
20, 2078, 11, 22,  7, 24
21, 2078, 12,  7,  2, 54
22, 2078, 12, 21, 20, 59
23, 2079,  1,  5, 14, 15
24, 2079,  1, 20,  7, 37
 1, 2079,  2,  4,  1, 44
 2, 2079,  2, 18, 21, 30
 3, 2079,  3,  5, 19, 22
 4, 2079,  3, 20, 20,  2
 5, 2079,  4,  4, 23, 39
 6, 2079,  4, 20,  6, 32
 7, 2079,  5,  5, 16, 24
 8, 2079,  5, 21,  5, 11
 9, 2079,  6,  5, 20,  7
10, 2079,  6, 21, 12, 51
11, 2079,  7,  7,  6, 13
12, 2079,  7, 22, 23, 44
13, 2079,  8,  7, 16, 11
14, 2079,  8, 23,  7,  6
15, 2079,  9,  7, 19, 32
16, 2079,  9, 23,  5, 14
17, 2079, 10,  8, 11, 45
18, 2079, 10, 23, 15,  9
19, 2079, 11,  7, 15, 28
20, 2079, 11, 22, 13, 11
21, 2079, 12,  7,  8, 41
22, 2079, 12, 22,  2, 45
23, 2080,  1,  5, 20,  1
24, 2080,  1, 20, 13, 22
 1, 2080,  2,  4,  7, 29
 2, 2080,  2, 19,  3, 14
 3, 2080,  3,  5,  1,  6
 4, 2080,  3, 20,  1, 45
 5, 2080,  4,  4,  5, 24
 6, 2080,  4, 19, 12, 16
 7, 2080,  5,  4, 22, 12
 8, 2080,  5, 20, 10, 56
 9, 2080,  6,  5,  1, 59
10, 2080,  6, 20, 18, 35
11, 2080,  7,  6, 12,  7
12, 2080,  7, 22,  5, 28
13, 2080,  8,  6, 22,  4
14, 2080,  8, 22, 12, 49
15, 2080,  9,  7,  1, 24
16, 2080,  9, 22, 10, 58
17, 2080, 10,  7, 17, 36
18, 2080, 10, 22, 20, 53
19, 2080, 11,  6, 21, 20
20, 2080, 11, 21, 18, 57
21, 2080, 12,  6, 14, 35
22, 2080, 12, 21,  8, 34
23, 2081,  1,  5,  1, 57
24, 2081,  1, 19, 19, 13
 1, 2081,  2,  3, 13, 27
 2, 2081,  2, 18,  9,  5
 3, 2081,  3,  5,  7,  4
 4, 2081,  3, 20,  7, 36
 5, 2081,  4,  4, 11, 19
 6, 2081,  4, 19, 18,  3
 7, 2081,  5,  5,  4,  1
 8, 2081,  5, 20, 16, 40
 9, 2081,  6,  5,  7, 42
10, 2081,  6, 21,  0, 18
11, 2081,  7,  6, 17, 45
12, 2081,  7, 22, 11,  9
13, 2081,  8,  7,  3, 38
14, 2081,  8, 22, 18, 30
15, 2081,  9,  7,  6, 56
16, 2081,  9, 22, 16, 39
17, 2081, 10,  7, 23,  8
18, 2081, 10, 23,  2, 36
19, 2081, 11,  7,  2, 54
20, 2081, 11, 22,  0, 43
21, 2081, 12,  6, 20, 13
22, 2081, 12, 21, 14, 24
23, 2082,  1,  5,  7, 40
24, 2082,  1, 20,  1,  7
 1, 2082,  2,  3, 19, 14
 2, 2082,  2, 18, 15,  2
 3, 2082,  3,  5, 12, 52
 4, 2082,  3, 20, 13, 32
 5, 2082,  4,  4, 17,  4
 6, 2082,  4, 19, 23, 57
 7, 2082,  5,  5,  9, 44
 8, 2082,  5, 20, 22, 30
 9, 2082,  6,  5, 13, 24
10, 2082,  6, 21,  6,  5
11, 2082,  7,  6, 23, 26
12, 2082,  7, 22, 16, 54
13, 2082,  8,  7,  9, 23
14, 2082,  8, 23,  0, 15
15, 2082,  9,  7, 12, 44
16, 2082,  9, 22, 22, 24
17, 2082, 10,  8,  4, 59
18, 2082, 10, 23,  8, 21
19, 2082, 11,  7,  8, 46
20, 2082, 11, 22,  6, 27
21, 2082, 12,  7,  2,  3
22, 2082, 12, 21, 20,  6
23, 2083,  1,  5, 13, 28
24, 2083,  1, 20,  6, 48
 1, 2083,  2,  4,  1,  0
 2, 2083,  2, 18, 20, 42
 3, 2083,  3,  5, 18, 38
 4, 2083,  3, 20, 19, 12
 5, 2083,  4,  4, 22, 52
 6, 2083,  4, 20,  5, 37
 7, 2083,  5,  5, 15, 33
 8, 2083,  5, 21,  4, 10
 9, 2083,  6,  5, 19, 13
10, 2083,  6, 21, 11, 45
11, 2083,  7,  7,  5, 17
12, 2083,  7, 22, 22, 37
13, 2083,  8,  7, 15, 14
14, 2083,  8, 23,  6,  1
15, 2083,  9,  7, 18, 36
16, 2083,  9, 23,  4, 13
17, 2083, 10,  8, 10, 51
18, 2083, 10, 23, 14, 12
19, 2083, 11,  7, 14, 37
20, 2083, 11, 22, 12, 17
21, 2083, 12,  7,  7, 53
22, 2083, 12, 22,  1, 55
23, 2084,  1,  5, 19, 16
24, 2084,  1, 20, 12, 35
 1, 2084,  2,  4,  6, 48
 2, 2084,  2, 19,  2, 29
 3, 2084,  3,  5,  0, 26
 4, 2084,  3, 20,  1,  1
 5, 2084,  4,  4,  4, 42
 6, 2084,  4, 19, 11, 29
 7, 2084,  5,  4, 21, 24
 8, 2084,  5, 20, 10,  6
 9, 2084,  6,  5,  1,  4
10, 2084,  6, 20, 17, 42
11, 2084,  7,  6, 11,  5
12, 2084,  7, 22,  4, 32
13, 2084,  8,  6, 20, 58
14, 2084,  8, 22, 11, 52
15, 2084,  9,  7,  0, 16
16, 2084,  9, 22, 10,  1
17, 2084, 10,  7, 16, 29
18, 2084, 10, 22, 19, 57
19, 2084, 11,  6, 20, 15
20, 2084, 11, 21, 18,  3
21, 2084, 12,  6, 13, 33
22, 2084, 12, 21,  7, 43
23, 2085,  1,  5,  0, 58
24, 2085,  1, 19, 18, 25
 1, 2085,  2,  3, 12, 31
 2, 2085,  2, 18,  8, 21
 3, 2085,  3,  5,  6, 12
 4, 2085,  3, 20,  6, 55
 5, 2085,  4,  4, 10, 30
 6, 2085,  4, 19, 17, 24
 7, 2085,  5,  5,  3, 15
 8, 2085,  5, 20, 16,  0
 9, 2085,  6,  5,  6, 56
10, 2085,  6, 20, 23, 34
11, 2085,  7,  6, 16, 58
12, 2085,  7, 22, 10, 21
13, 2085,  8,  7,  2, 51
14, 2085,  8, 22, 17, 38
15, 2085,  9,  7,  6,  9
16, 2085,  9, 22, 15, 45
17, 2085, 10,  7, 22, 22
18, 2085, 10, 23,  1, 42
19, 2085, 11,  7,  2,  9
20, 2085, 11, 21, 23, 49
21, 2085, 12,  6, 19, 29
22, 2085, 12, 21, 13, 30
23, 2086,  1,  5,  6, 55
24, 2086,  1, 20,  0, 13
 1, 2086,  2,  3, 18, 28
 2, 2086,  2, 18, 14,  7
 3, 2086,  3,  5, 12,  5
 4, 2086,  3, 20, 12, 37
 5, 2086,  4,  4, 16, 19
 6, 2086,  4, 19, 23,  2
 7, 2086,  5,  5,  9,  0
 8, 2086,  5, 20, 21, 36
 9, 2086,  6,  5, 12, 40
10, 2086,  6, 21,  5, 11
11, 2086,  7,  6, 22, 42
12, 2086,  7, 22, 16,  1
13, 2086,  8,  7,  8, 35
14, 2086,  8, 22, 23, 22
15, 2086,  9,  7, 11, 54
16, 2086,  9, 22, 21, 34
17, 2086, 10,  8,  4,  9
18, 2086, 10, 23,  7, 34
19, 2086, 11,  7,  7, 57
20, 2086, 11, 22,  5, 42
21, 2086, 12,  7,  1, 17
22, 2086, 12, 21, 19, 24
23, 2087,  1,  5, 12, 44
24, 2087,  1, 20,  6,  7
 1, 2087,  2,  4,  0, 17
 2, 2087,  2, 18, 20,  0
 3, 2087,  3,  5, 17, 54
 4, 2087,  3, 20, 18, 30
 5, 2087,  4,  4, 22,  6
 6, 2087,  4, 20,  4, 55
 7, 2087,  5,  5, 14, 46
 8, 2087,  5, 21,  3, 31
 9, 2087,  6,  5, 18, 26
10, 2087,  6, 21, 11,  8
11, 2087,  7,  7,  4, 30
12, 2087,  7, 22, 22,  0
13, 2087,  8,  7, 14, 26
14, 2087,  8, 23,  5, 21
15, 2087,  9,  7, 17, 46
16, 2087,  9, 23,  3, 30
17, 2087, 10,  8,  9, 59
18, 2087, 10, 23, 13, 26
19, 2087, 11,  7, 13, 45
20, 2087, 11, 22, 11, 31
21, 2087, 12,  7,  7,  2
22, 2087, 12, 22,  1, 10
23, 2088,  1,  5, 18, 27
24, 2088,  1, 20, 11, 52
 1, 2088,  2,  4,  6,  0
 2, 2088,  2, 19,  1, 47
 3, 2088,  3,  4, 23, 39
 4, 2088,  3, 20,  0, 19
 5, 2088,  4,  4,  3, 54
 6, 2088,  4, 19, 10, 46
 7, 2088,  5,  4, 20, 38
 8, 2088,  5, 20,  9, 22
 9, 2088,  6,  5,  0, 22
10, 2088,  6, 20, 16, 58
11, 2088,  7,  6, 10, 28
12, 2088,  7, 22,  3, 50
13, 2088,  8,  6, 20, 25
14, 2088,  8, 22, 11, 11
15, 2088,  9,  6, 23, 46
16, 2088,  9, 22,  9, 20
17, 2088, 10,  7, 15, 58
18, 2088, 10, 22, 19, 15
19, 2088, 11,  6, 19, 42
20, 2088, 11, 21, 17, 19
21, 2088, 12,  6, 12, 58
22, 2088, 12, 21,  6, 58
23, 2089,  1,  5,  0, 23
24, 2089,  1, 19, 17, 40
 1, 2089,  2,  3, 11, 56
 2, 2089,  2, 18,  7, 35
 3, 2089,  3,  5,  5, 36
 4, 2089,  3, 20,  6,  8
 5, 2089,  4,  4,  9, 52
 6, 2089,  4, 19, 16, 35
 7, 2089,  5,  5,  2, 33
 8, 2089,  5, 20, 15, 10
 9, 2089,  6,  5,  6, 12
10, 2089,  6, 20, 22, 45
11, 2089,  7,  6, 16, 13
12, 2089,  7, 22,  9, 35
13, 2089,  8,  7,  2,  6
14, 2089,  8, 22, 16, 57
15, 2089,  9,  7,  5, 26
16, 2089,  9, 22, 15,  9
17, 2089, 10,  7, 21, 40
18, 2089, 10, 23,  1,  7
19, 2089, 11,  7,  1, 26
20, 2089, 11, 21, 23, 14
21, 2089, 12,  6, 18, 45
22, 2089, 12, 21, 12, 54
23, 2090,  1,  5,  6, 10
24, 2090,  1, 19, 23, 36
 1, 2090,  2,  3, 17, 44
 2, 2090,  2, 18, 13, 32
 3, 2090,  3,  5, 11, 23
 4, 2090,  3, 20, 12,  4
 5, 2090,  4,  4, 15, 38
 6, 2090,  4, 19, 22, 30
 7, 2090,  5,  5,  8, 18
 8, 2090,  5, 20, 21,  4
 9, 2090,  6,  5, 11, 57
10, 2090,  6, 21,  4, 38
11, 2090,  7,  6, 21, 58
12, 2090,  7, 22, 15, 27
13, 2090,  8,  7,  7, 54
14, 2090,  8, 22, 22, 49
15, 2090,  9,  7, 11, 18
16, 2090,  9, 22, 21,  1
17, 2090, 10,  8,  3, 35
18, 2090, 10, 23,  7,  1
19, 2090, 11,  7,  7, 24
20, 2090, 11, 22,  5,  8
21, 2090, 12,  7,  0, 42
22, 2090, 12, 21, 18, 45
23, 2091,  1,  5, 12,  4
24, 2091,  1, 20,  5, 24
 1, 2091,  2,  3, 23, 33
 2, 2091,  2, 18, 19, 15
 3, 2091,  3,  5, 17,  8
 4, 2091,  3, 20, 17, 44
 5, 2091,  4,  4, 21, 22
 6, 2091,  4, 20,  4,  9
 7, 2091,  5,  5, 14,  5
 8, 2091,  5, 21,  2, 44
 9, 2091,  6,  5, 17, 47
10, 2091,  6, 21, 10, 21
11, 2091,  7,  7,  3, 53
12, 2091,  7, 22, 21, 13
13, 2091,  8,  7, 13, 51
14, 2091,  8, 23,  4, 38
15, 2091,  9,  7, 17, 15
16, 2091,  9, 23,  2, 53
17, 2091, 10,  8,  9, 33
18, 2091, 10, 23, 12, 54
19, 2091, 11,  7, 13, 22
20, 2091, 11, 22, 11,  2
21, 2091, 12,  7,  6, 40
22, 2091, 12, 22,  0, 40
23, 2092,  1,  5, 18,  3
24, 2092,  1, 20, 11, 18
 1, 2092,  2,  4,  5, 31
 2, 2092,  2, 19,  1,  8
 3, 2092,  3,  4, 23,  4
 4, 2092,  3, 19, 23, 35
 5, 2092,  4,  4,  3, 16
 6, 2092,  4, 19, 10,  1
 7, 2092,  5,  4, 19, 58
 8, 2092,  5, 20,  8, 38
 9, 2092,  6,  4, 23, 40
10, 2092,  6, 20, 16, 17
11, 2092,  7,  6,  9, 43
12, 2092,  7, 22,  3, 10
13, 2092,  8,  6, 19, 38
14, 2092,  8, 22, 10, 32
15, 2092,  9,  6, 22, 58
16, 2092,  9, 22,  8, 44
17, 2092, 10,  7, 15, 13
18, 2092, 10, 22, 18, 44
19, 2092, 11,  6, 19,  3
20, 2092, 11, 21, 16, 52
21, 2092, 12,  6, 12, 23
22, 2092, 12, 21,  6, 34
23, 2093,  1,  4, 23, 49
24, 2093,  1, 19, 17, 16
 1, 2093,  2,  3, 11, 20
 2, 2093,  2, 18,  7,  8
 3, 2093,  3,  5,  4, 56
 4, 2093,  3, 20,  5, 36
 5, 2093,  4,  4,  9,  8
 6, 2093,  4, 19, 16,  0
 7, 2093,  5,  5,  1, 48
 8, 2093,  5, 20, 14, 34
 9, 2093,  6,  5,  5, 28
10, 2093,  6, 20, 22,  9
11, 2093,  7,  6, 15, 32
12, 2093,  7, 22,  8, 59
13, 2093,  8,  7,  1, 30
14, 2093,  8, 22, 16, 20
15, 2093,  9,  7,  4, 52
16, 2093,  9, 22, 14, 31
17, 2093, 10,  7, 21,  8
18, 2093, 10, 23,  0, 30
19, 2093, 11,  7,  0, 58
20, 2093, 11, 21, 22, 39
21, 2093, 12,  6, 18, 19
22, 2093, 12, 21, 12, 23
23, 2094,  1,  5,  5, 47
24, 2094,  1, 19, 23,  6
 1, 2094,  2,  3, 17, 19
 2, 2094,  2, 18, 12, 58
 3, 2094,  3,  5, 10, 53
 4, 2094,  3, 20, 11, 23
 5, 2094,  4,  4, 15,  2
 6, 2094,  4, 19, 21, 43
 7, 2094,  5,  5,  7, 38
 8, 2094,  5, 20, 20, 12
 9, 2094,  6,  5, 11, 14
10, 2094,  6, 21,  3, 44
11, 2094,  7,  6, 21, 16
12, 2094,  7, 22, 14, 36
13, 2094,  8,  7,  7, 13
14, 2094,  8, 22, 22,  2
15, 2094,  9,  7, 10, 38
16, 2094,  9, 22, 20, 18
17, 2094, 10,  8,  2, 57
18, 2094, 10, 23,  6, 22
19, 2094, 11,  7,  6, 49
20, 2094, 11, 22,  4, 33
21, 2094, 12,  7,  0, 10
22, 2094, 12, 21, 18, 15
23, 2095,  1,  5, 11, 37
24, 2095,  1, 20,  4, 58
 1, 2095,  2,  3, 23,  9
 2, 2095,  2, 18, 18, 50
 3, 2095,  3,  5, 16, 44
 4, 2095,  3, 20, 17, 17
 5, 2095,  4,  4, 20, 53
 6, 2095,  4, 20,  3, 38
 7, 2095,  5,  5, 13, 28
 8, 2095,  5, 21,  2,  8
 9, 2095,  6,  5, 17,  2
10, 2095,  6, 21,  9, 41
11, 2095,  7,  7,  3,  3
12, 2095,  7, 22, 20, 33
13, 2095,  8,  7, 13,  1
14, 2095,  8, 23,  3, 58
15, 2095,  9,  7, 16, 25
16, 2095,  9, 23,  2, 13
17, 2095, 10,  8,  8, 44
18, 2095, 10, 23, 12, 15
19, 2095, 11,  7, 12, 35
20, 2095, 11, 22, 10, 23
21, 2095, 12,  7,  5, 54
22, 2095, 12, 22,  0,  3
23, 2096,  1,  5, 17, 18
24, 2096,  1, 20, 10, 43
 1, 2096,  2,  4,  4, 49
 2, 2096,  2, 19,  0, 36
 3, 2096,  3,  4, 22, 25
 4, 2096,  3, 19, 23,  5
 5, 2096,  4,  4,  2, 38
 6, 2096,  4, 19,  9, 29
 7, 2096,  5,  4, 19, 18
 8, 2096,  5, 20,  8,  0
 9, 2096,  6,  4, 22, 56
10, 2096,  6, 20, 15, 33
11, 2096,  7,  6,  8, 59
12, 2096,  7, 22,  2, 21
13, 2096,  8,  6, 18, 55
14, 2096,  8, 22,  9, 44
15, 2096,  9,  6, 22, 19
16, 2096,  9, 22,  7, 57
17, 2096, 10,  7, 14, 37
18, 2096, 10, 22, 17, 58
19, 2096, 11,  6, 18, 28
20, 2096, 11, 21, 16,  7
21, 2096, 12,  6, 11, 48
22, 2096, 12, 21,  5, 48
23, 2097,  1,  4, 23, 13
24, 2097,  1, 19, 16, 29
 1, 2097,  2,  3, 10, 44
 2, 2097,  2, 18,  6, 22
 3, 2097,  3,  5,  4, 20
 4, 2097,  3, 20,  4, 50
 5, 2097,  4,  4,  8, 32
 6, 2097,  4, 19, 15, 13
 7, 2097,  5,  5,  1, 10
 8, 2097,  5, 20, 13, 44
 9, 2097,  6,  5,  4, 46
10, 2097,  6, 20, 21, 15
11, 2097,  7,  6, 14, 43
12, 2097,  7, 22,  8,  3
13, 2097,  8,  7,  0, 35
14, 2097,  8, 22, 15, 24
15, 2097,  9,  7,  3, 55
16, 2097,  9, 22, 13, 38
17, 2097, 10,  7, 20, 13
18, 2097, 10, 22, 23, 42
19, 2097, 11,  7,  0,  6
20, 2097, 11, 21, 21, 55
21, 2097, 12,  6, 17, 30
22, 2097, 12, 21, 11, 39
23, 2098,  1,  5,  4, 58
24, 2098,  1, 19, 22, 23
 1, 2098,  2,  3, 16, 31
 2, 2098,  2, 18, 12, 15
 3, 2098,  3,  5, 10,  6
 4, 2098,  3, 20, 10, 42
 5, 2098,  4,  4, 14, 15
 6, 2098,  4, 19, 21,  4
 7, 2098,  5,  5,  6, 51
 8, 2098,  5, 20, 19, 34
 9, 2098,  6,  5, 10, 25
10, 2098,  6, 21,  3,  5
11, 2098,  7,  6, 20, 24
12, 2098,  7, 22, 13, 53
13, 2098,  8,  7,  6, 19
14, 2098,  8, 22, 21, 14
15, 2098,  9,  7,  9, 41
16, 2098,  9, 22, 19, 26
17, 2098, 10,  8,  2,  0
18, 2098, 10, 23,  5, 29
19, 2098, 11,  7,  5, 53
20, 2098, 11, 22,  3, 40
21, 2098, 12,  6, 23, 15
22, 2098, 12, 21, 17, 23
23, 2099,  1,  5, 10, 41
24, 2099,  1, 20,  4,  4
 1, 2099,  2,  3, 22, 12
 2, 2099,  2, 18, 17, 55
 3, 2099,  3,  5, 15, 45
 4, 2099,  3, 20, 16, 20
 5, 2099,  4,  4, 19, 53
 6, 2099,  4, 20,  2, 40
 7, 2099,  5,  5, 12, 31
 8, 2099,  5, 21,  1, 10
 9, 2099,  6,  5, 16, 10
10, 2099,  6, 21,  8, 44
11, 2099,  7,  7,  2, 14
12, 2099,  7, 22, 19, 35
13, 2099,  8,  7, 12, 12
14, 2099,  8, 23,  2, 59
15, 2099,  9,  7, 15, 36
16, 2099,  9, 23,  1, 13
17, 2099, 10,  8,  7, 54
18, 2099, 10, 23, 11, 15
19, 2099, 11,  7, 11, 45
20, 2099, 11, 22,  9, 25
21, 2099, 12,  7,  5,  5
22, 2099, 12, 21, 23,  6
23, 2100,  1,  5, 16, 31
24, 2100,  1, 20,  9, 48
 1, 2100,  2,  4,  4,  2
 2, 2100,  2, 18, 23, 39
 3, 2100,  3,  5, 21, 37
 4, 2100,  3, 20, 22,  6
 5, 2100,  4,  5,  1, 46
 6, 2100,  4, 20,  8, 27
 7, 2100,  5,  5, 18, 23
 8, 2100,  5, 21,  6, 59
 9, 2100,  6,  5, 22,  0
10, 2100,  6, 21, 14, 34
11, 2100,  7,  7,  8,  1
12, 2100,  7, 23,  1, 26
13, 2100,  8,  7, 17, 56
14, 2100,  8, 23,  8, 50
15, 2100,  9,  7, 21, 17
16, 2100,  9, 23,  7,  3
17, 2100, 10,  8, 13, 33
18, 2100, 10, 23, 17,  3
19, 2100, 11,  7, 17, 22
20, 2100, 11, 22, 15, 11
21, 2100, 12,  7, 10, 42
22, 2100, 12, 22,  4, 53
